Timestamp,Symbol,Timeframe,BUY,SELL,NEUTRAL,Overall
2025-08-03 17:55:00,FNGU,3 Minutes,4,10,5,SELL
2025-08-03 17:55:00,FNGU,5 Minutes,2,13,4,SELL
2025-08-03 17:55:00,FNGU,15 Minutes,4,13,2,SELL
2025-08-03 17:55:00,FNGU,1 Hour,4,12,3,SELL
2025-08-03 17:55:00,FNGU,4 Hour,3,15,1,SELL
2025-08-03 17:55:00,FNGU,1 Day,3,13,3,SELL
