Timestamp,Symbol,Timeframe,BUY,SELL,NEUTRAL,Overall
2025-08-03 17:54:57,SPY,3 Minutes,10,5,4,BUY
2025-08-03 17:54:57,SPY,5 Minutes,9,7,3,BUY
2025-08-03 17:54:57,SPY,15 Minutes,7,9,3,SELL
2025-08-03 17:54:57,SPY,1 Hour,5,11,3,SELL
2025-08-03 17:54:57,SPY,4 Hour,3,15,1,SELL
2025-08-03 17:54:57,SPY,1 Day,4,12,3,SELL
