Timestamp,Symbol,Timeframe,BUY,SELL,NEUTRAL,Overall
2025-08-03 17:54:57,MSFT,3 Minutes,2,15,2,SELL
2025-08-03 17:54:57,MSFT,5 Minutes,2,14,3,SELL
2025-08-03 17:54:57,MSFT,15 Minutes,3,13,3,SELL
2025-08-03 17:54:57,MSFT,1 Hour,3,13,3,SELL
2025-08-03 17:54:57,MSFT,4 Hour,7,8,4,SELL
2025-08-03 17:54:57,MSFT,1 Day,8,8,3,SELL
