Timestamp,Symbol,Timeframe,BUY,SELL,NEUTRAL,Overall
2025-08-03 17:55:00,SHOP,3 Minutes,5,11,3,SELL
2025-08-03 17:55:00,SHOP,5 Minutes,5,11,3,SELL
2025-08-03 17:55:00,SHOP,15 Minutes,6,10,3,SELL
2025-08-03 17:55:00,SHOP,1 Hour,8,7,4,BUY
2025-08-03 17:55:00,SHOP,4 Hour,2,14,3,SELL
2025-08-03 17:55:00,SHOP,1 Day,4,12,3,SELL
