Timestamp,Symbol,Timeframe,BUY,SELL,NEUTRAL,Overall
2025-08-03 17:54:59,SQQQ,3 Minutes,13,5,1,BUY
2025-08-03 17:54:59,SQQQ,5 Minutes,14,3,2,BUY
2025-08-03 17:54:59,SQQQ,15 Minutes,13,5,1,BUY
2025-08-03 17:54:59,SQQQ,1 Hour,12,4,3,BUY
2025-08-03 17:54:59,SQQQ,4 Hour,16,2,1,BUY
2025-08-03 17:54:59,SQQQ,1 Day,15,2,2,BUY
