Timestamp,Symbol,Timeframe,BUY,SELL,NEUTRAL,Overall
2025-08-03 17:54:57,TQQQ,3 Minutes,3,15,1,SELL
2025-08-03 17:54:57,TQQQ,5 Minutes,2,16,1,SELL
2025-08-03 17:54:57,TQQQ,15 Minutes,4,14,1,SELL
2025-08-03 17:54:57,TQQQ,1 Hour,5,11,3,SELL
2025-08-03 17:54:57,TQQQ,4 Hour,3,15,1,SELL
2025-08-03 17:54:57,TQQQ,1 Day,3,14,2,SELL
