Timestamp,Symbol,Timeframe,BUY,SELL,NEUTRAL,Overall
2025-08-03 17:54:57,META,3 Minutes,4,10,5,SELL
2025-08-03 17:54:57,META,5 Minutes,4,12,3,SELL
2025-08-03 17:54:57,META,15 Minutes,5,12,2,SELL
2025-08-03 17:54:57,META,1 Hour,3,13,3,SELL
2025-08-03 17:54:57,META,4 Hour,8,7,4,BUY
2025-08-03 17:54:57,META,1 Day,12,5,2,BUY
